Order Number,Definition,Part_of_Speech,Correct_Character,Correct_Pinyin,Frequency,Usage,Choice_A_Char,Choice_A_Pinyin,Choice_B_Char,Choice_B_Pinyin,Choice_C_Char,Choice_C_Pinyin,Choice_D_Char,Choice_D_Pinyin,Choice_E_Char,Choice_E_Pinyin,Correct_Choice
1650,"Peaceful, tranquil, or calm; also means 'would rather' or 'preferably' when used in certain expressions.",adjective/adverb,宁,ning2,1,Common in phrases like 宁可 (would rather) and as part of place names like 南宁 (Nanning),合,he2,拿,na2,遥,yao2,宁,ning2,默,mo4,D
1651,An official or government officer; refers to someone who holds a position of authority in government or public administration.,noun,官,guan1,1,"Common in words like 官员 (government official), 警官 (police officer), and 法官 (judge)",争,zheng1,官,guan1,房,fang2,隙,xi4,模,mo2,B
1652,"Treasure, precious thing, or jewel; something valuable or cherished.",noun,宝,bao3,1,"Common in words like 宝贝 (baby/treasure), 珠宝 (jewelry), and as a term of endearment",扫,sao3,宝,bao3,疑,yi2,谈,tan2,鳄,e4,B
1653,"To spoil, pamper, or dote on someone; to show excessive favor or affection.",verb,宠,chong3,1,"Commonly used in 宠物 (pet, literally 'pampered thing') and 宠爱 (to dote on/spoil with love)",屋,wu1,妈,ma1,擦,ca1,他,ta1,宠,chong3,E
1654,Wide or broad in physical dimension; can also mean lenient or tolerant when describing attitudes or treatment.,adjective,宽,kuan1,1,"Commonly used to describe physical width (宽度 width, 宽敞 spacious) or generous/forgiving behavior (宽容 tolerant)",单,dan1,线,xian4,宽,kuan1,你,ni3,其,qi2,C
1655,To sleep or fall asleep; a literary or formal term for sleeping.,verb,寐,mei4,1,Most commonly seen in the idiom 夜不能寐 (unable to sleep at night) or literary texts,并,bing4,寐,mei4,达,da2,就,jiu4,剩,sheng4,B
1656,Means 'brand new' or 'outstanding/prominent'. Most commonly seen in the compound word 崭新 (zhǎnxīn) meaning 'brand new'.,adjective,崭,zhan3,1,Primarily used in the set phrase 崭新 (brand new) or 崭露头角 (to reveal one's talent),爱,ai4,断,duan4,崭,zhan3,林,lin2,想,xiang3,C
1657,A young child or offspring; also used colloquially to refer to young animals or as a dialectal term for 'son' or 'kid'.,noun,崽,zai3,1,Common in southern Chinese dialects; can be affectionate or casual depending on context,对,dui4,竖,shu4,崽,zai3,冒,mao4,伏,fu2,C
1658,To celebrate or congratulate; a celebration or festive occasion,verb/noun,庆,qing4,1,"Common in words like 庆祝 (celebrate), 国庆 (National Day), and 欢庆 (joyfully celebrate)",释,shi4,树,shu4,法,fa3,庆,qing4,背,bei4,D
1659,"Health, healthy, or well-being; also means peaceful or prosperous.",adjective/noun,康,kang1,1,"Most commonly seen in compounds like 健康 (jiànkāng, health) and 康复 (kāngfù, to recover from illness)",哮,xiao1,康,kang1,己,ji3,戈,ge1,刻,ke4,B
1660,"Outline, contour, or broad expanse; refers to the general shape or boundary of something. Can also mean to expand or clear out.",noun/verb,廓,kuo4,1,Most commonly seen in compound words like 轮廓 (lúnkuò - outline/contour) and 廓清 (kuòqīng - to clarify),廓,kuo4,易,yi4,隔,ge2,总,zong3,前,qian2,A
1661,"To abandon, discard, or give up something or someone. It conveys the act of leaving behind or renouncing.",verb,弃,qi4,1,Common in words like 放弃 (fàngqì - to give up) and 抛弃 (pāoqì - to abandon),于,yu2,恼,nao3,育,yu4,弃,qi4,跟,gen1,D
1662,"An arc or curved line, especially in geometry or mathematics. Refers to any curved segment that is part of a circle or curve.",noun,弧,hu2,1,Common in mathematical terms like 弧线 (arc line) and 弧度 (radian),受,shou4,弧,hu2,续,xu4,且,qie3,德,de2,B
1663,"To record, write down, or register information; also means a record or register itself.",verb/noun,录,lu4,1,"Common in words like 记录 (jìlù - to record), 录音 (lùyīn - to record audio), 录取 (lùqǔ - to admit/enroll)",录,lu4,界,jie4,客,ke4,真,zhen1,屁,pi4,A
1664,"Law, rule, or regulation; also refers to rhythm or musical pitch in classical contexts.",noun,律,lv4,1,"Commonly seen in words like 法律 (fǎlǜ - law), 纪律 (jìlǜ - discipline), and 律师 (lǜshī - lawyer)",色,se4,塔,ta3,某,mou3,故,gu4,律,lv4,E
1665,"To avoid, abstain from, or be jealous of something; to have a taboo against something",verb,忌,ji4,1,"Common in words like 忌口 (dietary restriction), 禁忌 (taboo), and 妒忌 (jealousy)",怪,guai4,置,zhi4,杀,sha1,轮,lun2,忌,ji4,E
1666,"Will, aspiration, or ambition; refers to one's determination, goals, or resolve to achieve something.",noun,志,zhi4,1,"Common in words like 志愿 (volunteer/aspiration), 意志 (willpower), and 同志 (comrade)",别,bie2,圣,sheng4,千,qian1,整,zheng3,志,zhi4,E
1667,Worried or anxious; describes a state of mental unease or concern.,adjective,忡,chong1,1,Most commonly seen in the compound word 忡忡 (chōngchōng) meaning 'worried' or in the phrase 忧心忡忡 (yōuxīn-chōngchōng) meaning 'deeply worried',件,jian4,篷,peng2,弯,wan1,终,zhong1,忡,chong1,E
1668,"To be stunned, dazed, or in a trance; describes a momentary state of being frozen or blank due to surprise, shock, or deep thought.",verb,怔,zheng1,1,Often used in compounds like 发怔 (fāzhēng - to be in a daze) or 怔住 (zhēngzhù - to be stunned/frozen in place),沙,sha1,金,jin1,佩,pei4,怔,zheng1,仿,fang3,D
1669,Means 'fear' or 'to be afraid'. This character is rarely used alone in modern Chinese.,verb/adjective,怖,bu4,1,Most commonly seen in the compound word 恐怖 (kǒngbù) meaning 'terror' or 'horrible',怖,bu4,白,bai2,茫,mang2,岁,sui4,傻,sha3,A
1670,"Nature, character, or quality of something; also refers to sex or gender. Commonly used as a suffix to form abstract nouns indicating properties or characteristics.",noun/suffix,性,xing4,1,"Found in words like 性格 (personality), 女性 (female), 可能性 (possibility), 重要性 (importance)",浑,hun2,性,xing4,敢,gan3,兄,xiong1,价,jia4,B
1671,"Timid, cowardly, or lacking courage; describes someone who is afraid or hesitant to act.",adjective,怯,qie4,1,Often used in words like 胆怯 (dǎnqiè - timid) or 怯场 (qièchǎng - stage fright),噼,pi1,击,ji1,怯,qie4,莫,mo4,谁,shui2,C
1672,"Describes being sick, weak, or in low spirits; feeling listless or dispirited.",adjective,恹,yan1,1,"Most commonly seen in the compound word 恹恹 (yan1yan1), meaning sickly or dejected",恹,yan1,憾,han4,系,xi4,茨,ci2,医,yi1,A
1673,"To suffer from or contract (an illness or disease); can also mean worry, anxiety, or disaster as a noun.",verb/noun,患,huan4,1,Commonly used in medical contexts like 患病 (to fall ill) or 患者 (patient),患,huan4,桃,tao2,扑,pu1,求,qiu2,吗,ma,A
1674,"Haggard, worn out, or exhausted in appearance, especially referring to someone's face or physical condition due to worry, illness, or hardship.",adjective,悴,cui4,1,"Most commonly seen in the compound word 憔悴 (qiáo cuì), meaning haggard or worn",纪,ji4,悴,cui4,费,fei4,肯,ken3,美,mei3,B
1675,"To cherish, value, or treasure something; to feel regret or pity about losing or wasting something.",verb,惜,xi1,1,Common in words like 可惜 (kěxī - what a pity) and 珍惜 (zhēnxī - to treasure),纳,na4,惜,xi1,返,fan3,靠,kao4,切,qie4,B
1676,"Miserable, tragic, or terrible; describes situations or conditions that are extremely bad or unfortunate.",adjective,惨,can3,1,"Common in expressions like 惨败 (crushing defeat), 悲惨 (tragic), or 好惨 (so miserable)",坚,jian1,惨,can3,控,kong4,因,yin1,咽,yan4,B
1677,To punish or penalize someone for wrongdoing; to discipline or impose consequences for bad behavior.,verb,惩,cheng2,1,Commonly seen in words like 惩罚 (chéngfá - punishment) and 惩治 (chéngzhì - to punish),惩,cheng2,尘,chen2,漆,qi1,旁,pang2,爬,pa2,A
1678,"To be stunned, dazed, or blank; to stare blankly in a distracted or confused state.",adjective/verb,愣,leng4,1,"Often used to describe someone frozen in surprise or lost in thought, as in 发愣 (to be in a daze) or 愣住了 (to be stunned/frozen)",愣,leng4,揉,rou2,喘,chuan3,劲,jin4,躲,duo3,A
1679,"To feel ashamed, guilty, or embarrassed about something; to have a sense of remorse or inadequacy.",adjective/verb,愧,kui4,1,"Commonly used in words like 惭愧 (ashamed), 愧疚 (guilty), and 问心无愧 (have a clear conscience)",烛,zhu2,愧,kui4,衣,yi1,猜,cai1,列,lie4,B
1680,"To admire, yearn for, or long for someone or something with respect and affection.",verb,慕,mu4,1,"Often seen in formal or literary contexts, such as 羡慕 (xiànmù - to envy/admire) or 爱慕 (àimù - to adore)",练,lian4,深,shen1,慕,mu4,业,ye4,幻,huan4,C
1681,"Describes a haggard, worn-out, or exhausted appearance, especially in one's face due to worry, illness, or fatigue.",adjective,憔,qiao2,1,"Almost always used in the compound word 憔悴 (qiáocuì), meaning haggard or worn out",憔,qiao2,爆,bao4,蜡,la4,棵,ke1,防,fang2,A
1682,A conjunction meaning 'or' that presents alternatives or choices between two or more options.,conjunction,或,huo4,1,"Used in statements like 你或我 (you or me), 今天或明天 (today or tomorrow)",阁,ge2,丛,cong2,或,huo4,究,jiu1,难,nan2,C
1683,Relative or family member; also means sorrow or grief in literary contexts.,noun,戚,qi1,1,"Most commonly seen in the compound word 亲戚 (qīnqi, relatives)",伦,lun2,议,yi4,戚,qi1,拖,tuo1,皮,pi2,C
1684,To carry or lift something heavy on one's shoulder or with both hands raised above the head.,verb,扛,kang2,1,"Often used for carrying heavy objects like bags, poles, or equipment, as in 扛着大包 (carrying a big bag on the shoulder)",扛,kang2,盥,guan4,睡,shui4,付,fu4,叨,dao1,A
1685,"To raise, lift up, or hoist something; to spread or make known (such as fame or reputation).",verb,扬,yang2,1,"Common in words like 表扬 (to praise), 飘扬 (to flutter), and 发扬 (to develop/carry forward)",噩,e4,翼,yi4,咙,long2,释,shi4,扬,yang2,E
1686,"To restrain, suppress, or hold back (emotions, actions, or forces); to inhibit or repress something.",verb,抑,yi4,1,Commonly seen in formal contexts and compounds like 抑制 (to suppress/restrain) and 压抑 (to depress/repress),摇,yao2,抑,yi4,喉,hou2,币,bi4,廷,ting2,B
1687,"To throw, toss, or fling something through the air. Can also mean to abandon or discard something.",verb,抛,pao1,1,Common in phrases like 抛球 (throw a ball) and 抛弃 (abandon/forsake),泣,qi4,派,pai4,懒,lan3,毛,mao2,抛,pao1,E
1688,"To wipe, smear, or apply something by spreading it across a surface; to erase or cross out.",verb,抹,mo3,1,Common in phrases like 抹桌子 (wipe the table) or 抹口红 (apply lipstick),耀,yao4,抹,mo3,诞,dan4,洛,luo4,敦,dun1,B
1689,"To carry or hold something by hand, especially with fingers or by a handle, often dangling at one's side.",verb,拎,lin1,1,"Commonly used for carrying bags, baskets, or items with handles, as in 拎包 (carry a bag)",细,xi4,拎,lin1,闭,bi4,滋,zi1,即,ji2,B
1690,"Clumsy, awkward, or lacking skill; also used in humble expressions to refer to one's own work or abilities.",adjective,拙,zhuo1,1,"Often seen in formal or literary contexts, such as 拙见 (my humble opinion) or 笨拙 (clumsy)",凰,huang2,概,gai4,据,ju4,拙,zhuo1,磨,mo2,D
1691,"To move or shift something from one place to another, typically by pushing or sliding it slightly.",verb,挪,nuo2,1,"Commonly used for moving furniture, objects, or one's body position, as in 挪动 (to shift/move)",虑,lv4,腑,fu3,尴,gan1,挪,nuo2,堡,bao3,D
1692,"To shake, vibrate, or invigorate; to rouse or stimulate into action or energy.",verb,振,zhen4,1,"Commonly seen in words like 振动 (vibrate), 振作 (pull oneself together), and 振奋 (inspire/invigorate)",兜,dou1,握,wo4,振,zhen4,副,fu4,计,ji4,C
1693,"To catch, seize, or grab something or someone, especially with hands or by pursuing.",verb,捉,zhuo1,1,Common in phrases like 捉鱼 (catch fish) and 捉迷藏 (play hide-and-seek),遮,zhe1,席,xi2,决,jue2,祝,zhu4,捉,zhuo1,E
1694,To bring or take something to someone along the way; to deliver a message or item for someone as a favor while going somewhere.,verb,捎,shao1,1,Commonly used in phrases like 捎个口信 (deliver a message) or 捎带 (bring along),鹿,lu4,沙,sha1,捎,shao1,贾,jia3,达,da2,C
1695,"To catch, capture, or seize something or someone, especially animals or criminals.",verb,捕,bu3,1,"Commonly seen in words like 捕鱼 (to catch fish), 逮捕 (to arrest), and 捕捉 (to capture)",伯,bo2,捕,bu3,疯,feng1,倾,qing1,蓉,rong2,B
1696,"To hold or carry something with both hands, usually cupped together; can also mean to praise or flatter someone excessively.",verb,捧,peng3,1,Commonly used for holding objects like 捧着花 (holding flowers) or in expressions like 捧场 (to support/show up for someone),愤,fen4,哧,chi1,捧,peng3,剜,wan1,储,chu3,C
1697,"Victory, triumph, or success; also means quick, nimble, or agile.",adjective/noun,捷,jie2,1,"Commonly seen in words like 捷报 (news of victory), 快捷 (fast and convenient), and 敏捷 (agile)",哨,shao4,幅,fu2,夏,xia4,捷,jie2,份,fen4,D
1698,"To plunder, loot, or seize by force; to sweep past or graze lightly over something.",verb,掠,lve4,1,Common in words like 掠夺 (lüèduó - to plunder) and 掠过 (lüèguò - to sweep past),掠,lve4,插,cha1,立,li4,敞,chang3,壮,zhuang4,A
1699,"To cover, conceal, or hide something from view; to close or shut (like a door).",verb,掩,yan3,1,"Common in words like 掩盖 (to cover up), 掩饰 (to disguise), and 掩护 (to shield/protect)",睬,cai3,掩,yan3,猪,zhu1,廓,kuo4,寻,xun2,B
1700,"To grab, pull, or clutch tightly with the hand, often with a twisting motion. Can also mean to seize or hold onto something or someone firmly.",verb,揪,jiu1,1,"Commonly used in expressions like 揪住 (to grab hold of) or 揪心 (heart-wrenching, literally 'clutching the heart')",揪,jiu1,愣,leng4,苦,ku3,详,xiang2,续,xu4,A
1701,To place or put something down; to set aside or shelve something.,verb,搁,ge1,1,"Commonly used in everyday speech for placing objects, like 把书搁在桌子上 (put the book on the table)",尽,jin3,闻,wen2,剂,ji4,搁,ge1,捧,peng3,D
1702,"To stir, mix, or agitate something by moving it around in a circular motion. Can also mean to disturb or disrupt.",verb,搅,jiao3,1,Commonly used in cooking contexts like 搅拌 (jiǎobàn - to stir/mix) or 搅动 (jiǎodòng - to stir up),由,you2,搅,jiao3,傲,ao4,媚,mei4,朦,meng2,B
1703,"To pick, pluck, or take off something (like fruit, flowers, or accessories). Can also mean to extract or select portions from written text.",verb,摘,zhai1,1,"Common in phrases like 摘苹果 (pick apples), 摘眼镜 (take off glasses), 摘要 (summary/abstract)",器,qi4,便,bian4,摘,zhai1,揉,rou2,氛,fen1,C
1704,"To prop up, support, or hold up something with force; also means to push or pole a boat, or to be overly full (from eating).",verb,撑,cheng1,1,"Common in phrases like 撑伞 (hold up an umbrella), 撑船 (pole a boat), or 吃撑了 (ate too much/stuffed)",撑,cheng1,照,zhao4,滔,tao1,犹,you2,忧,you1,A
1705,"To broadcast, transmit, or spread (information, media, or seeds). Most commonly used in the context of radio, television, or online media transmission.",verb,播,bo1,1,"Found in words like 广播 (broadcast), 播放 (to play/broadcast), and 直播 (live broadcast)",狡,jiao3,拾,shi2,播,bo1,额,e2,绷,beng1,C
1706,To gather up or pinch together with fingers; a small pinch or handful of something (as a measure word),verb/measure word,撮,cuo1,1,Used for small amounts like 一撮盐 (a pinch of salt) or to describe the action of picking up with fingers,瞅,chou3,岁,sui4,毯,tan3,谢,xie4,撮,cuo1,E
1707,To be good at or skilled in something; to excel at a particular ability or field.,verb,擅,shan4,1,Commonly used in the phrase 擅长 (shàncháng) meaning 'to be good at',擅,shan4,鸟,niao3,滥,lan4,短,duan3,米,mi3,A
1708,"To change, alter, or modify something; to correct or revise.",verb,改,gai3,1,"Common in phrases like 改变 (to change), 修改 (to revise), and 改正 (to correct)",肘,zhou3,顺,shun4,改,gai3,荡,dang4,凡,fan2,C
